timestamp,session_id,audio_stress_score,happy,sad,angry,fear,surprise,neutral,stress,engagement,confidence,confusion,dominant_state,weights,quality,smoothed
2026-05-16 16:49:24.938734,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17250000000000001,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",False
2026-05-16 16:49:28.594817,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
2026-05-16 16:49:32.268847,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
2026-05-16 16:49:35.954665,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
2026-05-16 16:49:39.694726,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
2026-05-16 16:49:43.432933,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
2026-05-16 16:49:47.220679,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
2026-05-16 16:49:50.953606,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
2026-05-16 16:49:54.656909,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
2026-05-16 16:49:58.365452,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
2026-05-16 16:50:02.048567,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
2026-05-16 16:50:05.722832,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
2026-05-16 16:50:09.420495,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
2026-05-16 16:50:13.121494,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
2026-05-16 16:50:16.795113,253e9966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1725,0.35,0.0,neutral,"{'face': 0.958, 'audio': 0.042}","{'face': 1.0, 'audio': 0.7}",True
